ipeds_id,name,address,city,state,zip,telephone,county,country,naics_code,naics_des,website,location,founded,nickname,wikipedia_url
497046,Madera Community College,30277 Ave 12,Madera,CA,93638,(559) 675-4800,Madera,USA,611210,JUNIOR COLLEGES,www.maderacenter.com/,Madera,2020,Mountain Lions(CVC),en.wikipedia.org/wiki/Madera_Community_College
125462,Coalinga College,300 Cherry Lane,Coalinga,CA,93210,(559) 934-2000,Fresno,USA,611210,JUNIOR COLLEGES,https://www.westhillscollege.com/coalinga/,Coalinga,1932,Falcons(CVC),en.wikipedia.org/wiki/West_Hills_College_Coalinga
448594,Lemore College,555 College Avenue,Lemoore,CA,93245,(559) 925-3000,Kings,USA,611210,JUNIOR COLLEGES,https://www.westhillscollege.com/lemoore/,Lemoore,2002,Golden Eagles(CVC),en.wikipedia.org/wiki/West_Hills_College_Lemoore
112385,Coastline Community College,11460 Warner Ave.,Fountain Valley,CA,92708,(714) 546-7600,Orange,USA,611210,JUNIOR COLLEGES,www.coastline.edu/,"Garden Grove,Newport Beach,Westminster,Fountain Valley",1976,Dolphins[5][a],en.wikipedia.org/wiki/Coastline_Community_College
395362,Copper Mountain College,6162 Rotary Way,Joshua Tree,CA,92252,(760) 366-3791,San Bernardino,USA,611210,JUNIOR COLLEGES,www.cmccd.edu/,"Joshua Tree (Main),Twentynine Palms",1966,Fighting Cacti(IEC),en.wikipedia.org/wiki/Copper_Mountain_College
113980,El Camino College,16007 Crenshaw Blvd,Torrance,CA,90506,(310) 532-3670,Los Angeles,USA,611210,JUNIOR COLLEGES,www.elcamino.edu/,Alondra Park,1947,Warriors(SCC),en.wikipedia.org/wiki/El_Camino_College
117274,Lassen College,478-200 Hwy 139,Susanville,CA,96130,(530) 257-6181,Lassen,USA,611210,JUNIOR COLLEGES,www.lassencollege.edu/,Susanville,1925,Cougars,en.wikipedia.org/wiki/Lassen_College
119216,Mt. San Jacinto College,1499 N. State St.,San Jacinto,CA,92583,(951) 487-6752,Riverside,USA,611210,JUNIOR COLLEGES,www.msjc.edu/,"San Jacinto,Menifee,Banning,Temecula",1962,Eagles(IEC),en.wikipedia.org/wiki/Mt._San_Jacinto_College
-1,Calbright College,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,www.calbright.edu,Online,2018,[a],en.wikipedia.org/wiki/Calbright_College
-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
